Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB05465,-34.4969449,-6.462420753,2.321344563,10.35341648,5.676284963,-7.159229761,0.013485201,-17.07600102,-6.773427773,3.810336694,4.353479015,-9.006224904,-0.366288178,-7.563579574,8.388407682,13.4742623,7.904384767,-4.722739891,-12.81774979,-10.96710132,6.1972978,4.313517784,12.82039269,3.075538599,16.69192118,2.827912143,10.0196687,2.134485064,-3.238002685,-2.644457362,4.91957082,-1.347386557,11.43800565,5.153699673,2.215591362,0.484752453,5.070219056,7.983520905,10.79700334,-0.32825313,-2.86464242,5.224793189,-7.968177288,1.700241462,7.609145547,-4.001749479,0.600287913,3.241838211,1.01556551,-2.216159752,10.82845549,3.310622448,-2.845681846,2.852535071,-2.154683163,9.673600132,1.172584817,0.073382341,-3.241640622,-4.433219018,0.697215792,6.914680155,-0.520757889,5.803145779,-2.223819794,-2.90657616,-3.68905289,0.463554194,0.226612364,3.264756305,2.267581426,1.043478331,1.136517757,-0.638885497,0.332933077,-0.057818725,1.046449735,0.919697081,-1.634791474,0.038910879,-0.070151515,-0.144726998,-0.514958296,0.288598746,-0.447868334,-0.027087598,0.133027833,-0.406466851,-0.07842399,0.547028481,-0.831954472,-0.653969662,0.160049903,-0.857729539,-0.056840135,0.167327386,-0.163714917,0.193523344,-0.236213107,0.363300418,0.096054136,-0.36087572,-0.29162371,0.18769625,-0.300205747,0.079920259,0.31898005,0.252205294,-0.034874815,-0.070631694,0.002825246,0.039444875,-0.000380991,-1.54E-15,-8.22E-16,-2.10E-15,-1.82E-15,9.81E-15,1.77E-14,2.08E-14,-1.24E-14,3.24E-15,-3.30E-15,9.40E-16,-1.69E-14,-1.39E-14,-5.29E-15,-1.41E-14
DB01012,37.79296639,18.609598,-12.66280281,-5.243737645,-22.46663522,-4.508464389,-1.322923031,3.280920687,-4.438266692,17.15989673,-4.393289454,-12.10231378,2.209749166,11.69290779,2.972827148,-3.924914425,-0.760462081,-5.473535058,6.504765906,16.54779831,3.793821771,4.873518731,2.917540922,-3.687464273,4.281681418,-17.90778323,-16.70203836,-6.010100153,1.282456674,21.41561877,12.55873677,-0.269878065,-13.55461671,-6.31055588,13.05755844,-7.145696392,-7.794455181,9.378898708,-5.342721947,9.080358574,16.1001148,-2.642019898,-6.746386273,-1.08394098,6.594404237,-1.405923235,7.782816886,7.248888637,7.151700297,5.271117356,1.199821466,-5.276278564,-1.190997697,-6.631178501,-2.985223907,-0.815036047,-0.300695332,3.757179263,12.40066488,-1.550027818,0.133347645,0.075369526,-3.222313226,0.386125483,-7.961853513,4.4245253,-2.405068363,-0.500850787,-7.69818114,2.869632466,1.692982061,6.445264903,-6.0653944,-1.926853382,1.867651669,-3.996825726,11.07512559,-4.259546824,3.350380383,-0.528105754,8.436739214,1.003402239,-1.908945673,-0.811788046,-1.287892007,0.417125156,2.071697398,-3.326756462,-0.750900945,-2.309885903,-0.940531138,2.455495706,1.008604023,1.283855024,-0.727747018,0.188017871,0.049573703,-0.40231114,0.095773975,-0.466905806,-0.922691575,-0.100552875,-0.091695495,0.147410066,0.653176083,-0.488861254,0.096047648,0.071080746,-0.307469228,0.018636288,0.26447494,0.062530586,-0.002258538,-1.20E-15,-5.13E-16,3.17E-15,1.18E-14,1.12E-14,2.04E-16,1.57E-15,9.05E-17,-1.63E-14,3.14E-15,1.22E-14,1.53E-14,5.84E-15,-2.31E-15,6.75E-15
DB01033,17.88484179,21.12208494,0.822022977,-19.12818811,-3.847831278,-0.141549871,-2.596200194,17.50497084,3.579094831,-4.356083162,-13.95505299,15.30524181,-2.384512076,-3.330141258,-4.614683723,-5.848289235,-15.67536381,12.12105692,-16.69074503,15.16834967,-11.64614879,-13.64360625,-7.635718896,15.9417134,8.582590888,1.93657719,19.4866359,-4.307586988,10.45309537,-11.33599046,-10.04216421,11.5896563,-2.311994203,3.2065691,11.72119985,8.912448939,-6.415644379,7.041969205,8.813421271,-0.753859572,-2.417067077,3.242163938,-4.089176485,-1.361389432,-0.984024223,-0.207482628,10.09553422,4.347902556,3.072444735,-1.879683833,-5.22881582,3.800708474,-5.953387074,-8.396022045,-1.159865756,-1.426781758,-5.205331814,1.15994496,-3.322597853,-5.348348128,-2.449635657,3.509204144,-1.837475433,0.023253291,-3.992602466,7.143184792,1.806806998,0.165727418,-2.98376895,-1.478019128,-0.715754236,2.263772675,-1.355802814,-1.277795944,2.944688224,-0.161317314,0.774602704,-0.931854445,1.283207304,0.537095041,0.418012739,-0.742458365,0.22449127,-0.411714391,-0.827579304,-0.68244449,0.229629703,-1.689452974,-0.994844908,0.29064963,1.067945968,-0.781078705,0.663413692,0.512889947,0.70445833,0.255647442,0.696702855,-0.276651468,0.756334506,0.436466535,0.101681141,0.26076508,-0.112912903,-0.496915964,-0.143347942,0.116257562,0.208722772,0.153630062,-0.568901326,0.150558863,0.039787721,-0.022156852,-0.001599567,1.80E-15,-5.82E-15,-1.51E-15,5.13E-15,5.58E-15,-5.06E-15,2.06E-16,-3.20E-15,-4.00E-15,1.21E-14,-4.50E-15,-5.73E-15,2.71E-15,4.67E-15,4.58E-15
DB01136,-9.780477663,12.01272359,10.10951957,-8.460692657,-21.19011426,-22.19567972,-1.12865702,6.875093909,14.16029635,-9.317678909,3.107176541,5.659687554,-3.056964359,-1.464909099,2.953830666,-4.64706934,12.33768074,-16.57518753,12.21454791,12.75438796,11.1884807,-6.259536985,-8.2515723,7.985914548,-0.494243043,8.53017499,-14.19186314,0.40338528,-12.85779734,1.906194669,-9.321777515,2.920273038,-7.778886297,-1.131395621,4.372751865,-2.578738191,5.502459034,1.507668769,-0.475575422,1.784278522,5.982471666,-3.381713953,1.409948131,3.00502853,-2.720505197,-4.920104655,11.01765955,-8.156977749,-3.893453274,-7.482870479,4.116933793,-2.549987415,-7.22195499,5.033063667,0.944832933,-6.875771525,-2.834659066,-6.443158911,-0.3989635,-0.606183404,-6.167870849,1.896414084,6.414406027,1.718599896,-4.034459876,-5.316293261,-1.258143589,2.549727173,-0.008054913,2.026523867,-0.442561348,-0.963180883,0.407908272,1.959025557,0.216325164,1.665344043,-2.193771813,-2.212126671,1.101352117,-0.226953611,-0.263285431,1.093765331,0.357737488,0.153566017,0.451107332,-0.467360809,0.922875652,0.419144163,-0.010567116,-0.918489189,0.25937323,0.731034704,-0.456905096,-0.008107385,-0.095285686,0.286812385,-0.138595964,-0.044878518,-0.178864379,0.001486185,0.077390699,-0.048628178,0.269949562,-0.256384541,0.031647284,0.310137349,-0.022880424,0.067500866,-0.099210875,0.083279091,0.065991325,0.002353114,0.00036008,-2.66E-15,2.49E-15,-4.71E-15,3.05E-15,3.28E-15,7.99E-15,7.99E-15,3.73E-15,-5.25E-15,6.59E-15,1.42E-15,-1.39E-15,1.27E-14,9.16E-15,-4.57E-16
DB00822,27.14858173,4.46950777,-14.65766427,2.794682677,-0.410583035,6.719088032,-15.93456991,21.34211642,7.067316152,-6.70633382,2.670569756,-11.1869702,-8.464964993,-1.095995647,13.1215549,0.011159273,-0.122428774,11.24243697,5.344668955,7.561318312,3.683395582,27.90954644,15.37383476,20.22550781,11.3668029,4.598296001,-6.118249289,5.883728423,-5.326152549,-5.897715315,4.44585909,-17.75700874,-2.906872482,-3.465113069,-11.79844856,-2.806793174,4.348985457,14.26574355,-0.819562202,-6.12887485,-8.256194477,-8.890631226,9.52761454,-0.579594699,3.016150386,-0.626796595,-3.648338767,-7.163183281,-4.68477136,-2.739724308,-12.39073298,6.013275223,-0.915954125,3.387048009,-16.44936061,-0.321793215,7.656662243,8.950998411,-4.594948034,-3.320863984,7.362805111,-6.138992698,2.060074028,-5.773155693,2.311182965,-4.001750597,1.357812358,3.53341665,-0.487598143,1.735468968,0.581156769,0.10102697,-0.507059245,0.485985016,-1.22832068,-3.937112877,7.557180891,-1.838291373,0.928682136,-1.223908383,2.277865451,2.063527337,-1.010937957,-2.282233634,1.656989663,1.032647837,1.573460132,0.012438073,0.085884463,0.585382024,-0.653379588,2.340833363,-1.776665991,1.968336138,-0.172429636,-0.22395968,0.485356136,-0.683382232,-0.158245597,-0.11167487,0.633538701,0.107257738,0.809426695,0.581205255,-0.119681929,0.188813601,0.260176451,0.090213651,-0.043536666,-0.379840333,-0.012731954,0.014201531,-0.001033274,-9.85E-15,8.14E-16,9.83E-15,-9.97E-15,3.80E-15,1.20E-14,1.51E-15,-7.82E-15,-5.67E-15,-1.06E-14,1.16E-16,5.71E-15,-4.51E-15,-1.60E-15,3.01E-15
DB01220,-47.71517362,-31.03861771,-24.62814051,-14.619242,-5.605425761,-0.733244935,10.71409459,2.378562735,6.511986389,-5.451374902,0.941287393,1.860122862,-6.925641662,-0.123900866,-10.77465556,5.191178885,1.894915806,1.346128246,-11.66927367,-9.236679259,-3.879484862,6.786721202,1.367828158,4.592896877,-0.148610036,-0.383458685,-11.14238026,-1.623393672,5.742881744,-6.153883946,-2.357331469,3.207253795,0.117392816,0.959974527,1.824734664,2.416294623,0.947305786,11.77115986,8.507830693,8.04190621,4.967099142,-3.859492738,2.764454001,-1.504470671,-3.475380661,3.253785051,0.431129353,-1.581134383,9.350249743,-1.801850778,3.280899363,0.666491331,9.546954618,1.055677887,-1.472285806,-2.665166083,-0.801636528,4.210044498,0.012024256,-1.401771519,0.07421876,5.951848801,-1.978403457,6.093171785,1.364239073,-4.492525973,-3.846863192,-3.089007207,5.836370716,1.915145674,1.289593417,-0.82899359,1.970128904,1.646190801,0.582667533,0.333788114,1.603336859,-0.495545321,-1.20657502,1.366601367,0.018045741,-0.921432014,0.232749827,0.886763594,0.143289661,-0.30796582,0.087071176,0.769352242,-0.511713094,0.589806051,-0.140841198,-0.154554034,0.029857552,0.148722735,-0.046108124,0.079464625,0.046143956,-0.002520302,-0.136540984,0.20190444,-0.070277725,-0.292361406,-0.250872311,-0.027874424,-0.055721613,-0.049797245,0.016644851,0.279195907,0.017927375,0.111937648,0.009484176,-0.036558415,7.73E-05,-1.82E-15,1.95E-14,-7.44E-15,-2.36E-14,5.17E-15,-1.47E-14,1.03E-15,5.26E-16,6.52E-15,2.10E-15,1.42E-14,3.97E-17,1.28E-14,4.23E-15,4.94E-15
DB00783,-33.14360114,-2.795236828,12.48408164,13.67373005,-2.287212487,12.05527644,-7.18986006,9.949688532,7.036800889,-8.27597016,2.372533158,12.22280077,11.40792374,8.36443974,-4.761295087,-3.579587636,-19.28305352,9.270290046,12.02732512,-8.992305107,0.51957964,2.540426047,-5.52784235,-2.553540248,7.711813192,-10.09468049,-0.143318844,-7.557247541,-10.4587446,-12.13531271,6.239261751,9.531243066,-0.921327133,2.114963917,10.44044868,12.99994535,2.142466491,2.918246276,2.945285418,6.567283384,1.771624942,11.27728908,-6.672885987,0.248159929,-2.81316989,-13.57558982,-3.462209002,-1.990007395,6.653022837,1.497091762,1.380785713,0.916272089,-9.02613584,-4.114408226,-1.16943339,0.118586655,0.449653534,0.409521861,-2.144860737,-3.657555431,-0.221275688,-1.790161956,-1.892248297,0.576689964,-2.958550573,-0.081117468,-2.228729183,0.192388938,0.025789728,-0.274062525,-0.503529609,-2.64931675,-2.212873796,-1.462369567,1.099883743,1.186164016,1.228407562,0.95788207,0.878556165,-0.967801955,-0.248692414,-0.229422901,0.409545694,-0.12113788,-0.204887263,-0.419970495,-0.353267832,-0.320759136,0.016590656,-0.096841284,0.918952631,0.682033842,0.185391601,0.316804242,0.141637793,-0.189992809,-0.100222795,-0.272410864,0.229279962,-0.444711244,-0.183388841,-0.240561407,0.146910864,-0.188989267,0.274650212,0.012260946,0.088474677,-0.14365852,-0.142252771,0.051526212,0.035422656,-0.035817014,-0.000533174,-1.33E-15,5.14E-15,-8.12E-15,1.14E-14,-2.44E-15,6.92E-15,4.88E-15,3.61E-15,1.36E-14,1.25E-14,3.20E-15,-8.31E-15,-7.64E-16,1.63E-15,2.95E-15
DB08877,26.01360367,28.40056918,-8.034720039,-19.55659592,-19.7402008,23.02000093,-2.108476934,6.283460298,1.154010743,7.903187627,-5.924837393,-15.11223959,-7.790799567,1.508825795,7.869910688,-3.424975063,-4.071230957,-14.58296024,-13.46944881,-3.261424765,-2.032762088,1.619247966,-2.296803523,-11.68210178,-11.36896951,8.269922314,27.09583636,-9.957951968,2.801472082,-3.574058208,1.890657543,0.562779589,-5.404896562,8.937291983,7.318985789,-1.473869153,16.88062453,-20.64182955,-7.991733485,-2.359746778,-3.20001764,-5.302939735,-4.541040355,4.401318987,-7.652012804,2.979629084,-7.234758633,-9.766431302,2.774606494,1.480073849,-5.523307178,-6.825004243,-1.335235958,0.190401313,1.654357376,-4.491305895,5.299936905,-5.719132493,-0.00651741,-7.081377664,-0.163628168,-4.208438039,-6.53165116,-3.645076573,6.157415245,-3.51207901,-2.417706226,-2.825947549,6.812891042,2.449920608,1.638234867,-3.044864652,3.905039999,0.992748297,3.763737841,-0.432660389,1.246768671,3.82319232,2.73886513,-1.782493633,1.234607276,-1.163872615,0.513135444,1.162185575,1.203530525,-0.36711978,-0.473568814,0.948801046,0.48373035,-1.267591501,-0.035252338,0.115905114,0.233496594,0.073821159,-0.588420691,-0.210162126,-0.56443563,0.119800464,-0.415473682,0.186191528,-0.400838627,1.014497539,0.597232274,-0.283886812,-0.320465824,-0.197410871,-0.019208652,-0.297741042,-0.027592114,0.388180362,-0.049572654,-0.010237488,0.000700765,1.87E-15,-7.93E-15,7.41E-15,-2.33E-15,-3.90E-15,5.89E-15,-3.22E-15,9.33E-15,1.30E-14,9.09E-15,5.95E-15,-1.99E-15,-5.30E-15,-9.42E-15,3.05E-17
DB07767,-18.77648757,11.16100454,11.37633613,2.163959778,-32.83507831,8.656278279,1.794379048,-15.8581508,12.36876198,10.61625628,-19.99633292,-5.103751676,-18.34177636,-1.064293428,2.616734547,24.24250411,6.465381005,13.94893971,13.71408151,-3.253619023,-3.154140128,-8.783387495,5.270589725,8.593528707,-10.24789465,-5.526052145,4.941197152,1.90894971,-8.610356245,20.80085457,-11.46861187,0.049141627,-5.046898152,3.59272671,1.768725569,6.321286079,1.513002976,9.764665148,1.303005423,-7.364041196,-1.283538481,-6.893882801,-2.112003797,1.881700021,6.487546137,10.63618749,-0.684523577,-0.580408264,-2.285392174,1.776646599,-3.385344154,7.658811832,0.149817076,6.049861589,3.440119043,2.972006285,-2.66657853,1.006833987,-1.792295327,-1.05172345,0.669500224,1.894631186,1.668337477,0.010499195,4.755181053,3.405495777,0.128212508,-2.118041206,2.710626926,0.852927172,0.718383337,1.704054871,2.650004729,2.746288403,-0.35487087,-0.729245685,0.713277941,1.580539553,2.792477302,0.221002144,0.660903039,-1.042003812,-1.530653166,-0.008088796,0.171088934,0.98032527,0.083295777,-0.197379356,-0.100489213,0.59028835,-0.66036145,0.178582333,-0.130518959,0.059615885,-0.54142251,-0.395881859,0.112822465,0.282976971,0.235156973,0.136091571,-0.06650141,-0.073219613,-0.474410877,-0.266257893,-0.372843397,0.354003244,0.09833914,0.09916023,-0.152055393,0.169756359,0.073751436,0.020250363,0.00056659,7.60E-15,6.68E-15,1.24E-15,1.24E-14,1.66E-14,1.22E-15,-1.48E-15,7.07E-15,1.25E-14,1.01E-14,-4.48E-16,-1.03E-14,7.71E-15,8.34E-16,-4.55E-15
DB01029,-33.20121783,-2.287824172,12.5543285,17.36170451,2.385455057,7.95803626,-4.350636276,12.2026195,8.855161622,-3.873662189,1.236066561,5.542520246,11.80307543,3.269578891,-7.795920031,7.131228761,-6.993212162,7.230427745,10.99115186,-2.946146353,-2.699566611,-1.010485911,5.110542874,-0.494982529,6.906844756,-7.890405947,0.420809629,-6.954548053,-21.29233238,-5.937452527,1.578942354,9.276176006,3.798336254,0.264130988,5.924853985,6.774905653,1.062686428,0.974355639,0.950376544,3.864760381,-2.913511216,7.625583193,-1.911262915,2.080626607,-6.235108111,-7.199347755,-1.759768651,-8.422834125,12.06073231,1.519252891,0.592807491,-0.346535395,-10.35838939,-8.492952778,-9.692903969,3.961683636,3.956187465,-2.22163638,-0.312084142,-2.827848838,-2.57110428,-0.119692412,-0.812297124,0.963618199,2.830946291,-0.139605772,-2.399490303,0.263100376,0.285534264,0.463098356,0.532762466,-2.356447074,-1.63490885,-1.476414152,0.932669478,0.279970931,0.863640637,0.652644933,1.049342643,-0.879187432,-0.390877344,0.193931271,0.630307885,0.077740563,0.494915917,-0.214801794,-0.233122893,-0.78236733,-0.150179076,-0.532148889,0.233424724,0.820575088,-0.090435531,0.426960146,-0.032101764,-0.261783774,-0.080104868,-0.440330001,0.227460344,-0.747552676,-0.159148492,-0.137205492,0.178647135,-0.278239188,-0.07232304,-0.153659273,0.034555492,-0.016335217,0.061492794,0.127164639,0.074960311,-0.048168634,-0.000556701,-4.74E-15,1.03E-14,-7.43E-15,-7.29E-15,3.60E-15,1.24E-15,1.63E-14,-2.82E-15,-2.96E-15,-1.20E-14,-1.51E-14,1.32E-15,-1.05E-14,-1.00E-15,-1.04E-17
DB07232,-6.737070728,22.0079539,18.43473771,1.107596842,-10.67697086,3.580652881,4.846959884,0.911452913,-18.97274932,6.373822347,-8.667563034,9.880464212,-21.78970597,15.87363208,17.67728105,-10.90925827,14.35313073,1.155418606,10.1460492,0.230062254,-3.65405101,-9.255667041,-1.184396947,-4.547179765,17.90581813,-8.196573725,11.05704436,-16.75400977,-7.124545196,0.851026004,-7.387727196,-1.484659572,-5.660306995,4.053888738,-10.59487548,-0.63131115,-9.544426106,-6.994585599,-8.341905786,-1.639149728,-6.006854474,1.139107746,6.225596443,11.2349349,-7.938295511,-1.93626187,0.545837977,-6.762160019,-6.018207281,-5.125398198,-7.072227072,-0.486197755,-0.325164711,-12.30904683,3.753091758,4.996128092,-0.339760654,3.70814572,0.611097706,-1.673701764,-2.792214803,0.624841797,-2.635423233,3.376714375,0.400280042,0.043536367,-4.165536492,-0.945820701,1.147363583,2.125786351,-0.863758831,-0.203393558,1.036540507,-1.412058246,1.017156547,1.674286505,-1.368953902,-0.485318257,0.017540878,-1.433222668,1.153112209,-0.431110147,0.650246489,-0.349902764,1.601802992,-0.440835736,0.859254539,-0.232654396,-0.023581373,-0.866129671,0.487819006,1.13320636,0.763291838,1.220174314,0.403500255,-0.158875834,-0.04580281,-0.391202378,-0.106041066,0.277558113,-0.48549316,0.002426929,-0.382211175,0.303914172,-0.323584511,0.190814513,-0.218157259,0.049668233,-0.190990404,0.162407686,0.050292907,-0.007231907,-0.000503483,1.30E-14,3.92E-15,1.83E-15,1.19E-14,-4.60E-15,3.57E-15,5.46E-15,4.65E-15,4.39E-15,2.21E-16,2.69E-15,-2.12E-15,-1.01E-15,-1.66E-15,-6.50E-15
DB01438,39.60281087,7.154980756,-19.92895453,5.766828211,-2.849310384,4.112249806,-25.05649801,-0.094181007,-9.334698283,-5.349951476,-2.628982813,-0.110736149,-24.88495787,3.727003143,11.96192699,-10.27313481,-7.755969511,9.613551876,-9.318471685,-11.35233698,9.300784265,9.628555677,-0.830555624,-15.93354665,-18.89102752,-4.892947113,-9.103881084,-7.864180267,-8.836506847,3.910814212,0.80904204,-7.099926485,15.51603719,-1.473408129,-11.97809925,8.796451435,10.66991762,-5.791160109,-1.69694395,-6.772455577,-0.611266311,2.110089695,17.09932312,1.505710138,-5.55775418,3.093957126,6.559680006,-0.424475597,-13.3592179,10.55787543,-5.307050028,1.640190398,8.665091453,-10.94578864,-7.519020119,-9.802665032,2.028213963,5.578223522,-0.416494123,-4.176764999,-4.403636871,8.037838321,-3.338528628,-0.226824687,-5.197297346,-6.059894198,3.656952439,-0.929759315,-2.671450704,4.840914649,1.441121722,5.575606579,3.748550258,0.388022649,-1.299539286,0.963161966,0.679073407,-2.154481476,0.498492466,1.69264842,1.86760687,2.490389072,2.351809538,2.221577693,1.649398973,0.618475281,0.185216243,1.853001868,-0.500356219,-2.386891821,-2.467531455,1.24889551,-1.366454294,0.449041426,-0.359753774,0.460570579,0.15186198,-1.664915395,0.853055553,-0.256891927,0.41679662,-0.415633622,0.590983153,0.901253532,-1.055090767,0.233157131,-0.00363309,0.20121672,-0.454029282,0.143751556,-0.002254921,0.057947702,2.33E-05,1.37E-14,-4.66E-15,1.26E-14,1.29E-15,5.78E-15,5.36E-15,-2.32E-15,3.34E-16,-4.28E-15,5.23E-15,1.06E-14,-4.42E-15,-3.28E-15,-8.26E-15,-1.05E-14
DB05294,-27.81462952,2.578717275,18.51236816,3.384178723,-12.23978665,17.43037138,5.847777937,17.3853306,-27.30713494,-12.66785713,-0.033813144,-12.04236826,-4.649747072,5.50564221,-9.351611473,-10.24031188,-11.62939717,1.580940629,11.30225162,-2.461115741,-7.135055534,15.93171531,-3.86883387,3.34581164,-2.732338462,-0.658976922,15.19208393,-1.9509242,8.860535187,2.322655426,-13.33199988,5.209741078,-6.412862123,-3.669902171,-7.308724603,-11.02926321,6.751194261,-4.262912578,8.350851983,5.96279044,-3.993034418,2.813069316,-5.589959727,2.319870505,-0.414871216,2.743461387,2.568095572,-4.187088615,-5.844365928,-2.717127922,-4.555180074,-4.88852038,-0.348103309,0.680066806,-0.37563785,4.447742024,3.689396892,0.397398221,0.122971924,-0.543744412,-1.263683563,-5.197706289,1.007761405,-2.166643217,-0.429991654,3.075692984,0.071119557,0.993012307,-1.944415453,-1.453186181,0.012508256,0.221176046,-2.414871645,-1.033676375,-1.575840292,-0.900816832,-0.313158343,-0.748719076,-0.550534059,-0.278963655,-1.152926018,-1.062428084,-0.074273297,-0.630932955,-0.383972556,-0.27208984,-0.179220881,-0.520048467,0.230501298,-0.75073155,0.705842579,0.359245199,-0.134275328,-0.134927961,0.383111416,0.384207478,0.255010175,-0.198206496,-0.143714218,-0.388612773,-0.144101527,0.398918747,0.121375368,-0.057278216,0.173288897,-0.100628357,-0.044823463,-0.073139406,-0.232882869,0.061797231,-0.097898261,0.023655891,-0.000315281,-4.67E-15,1.87E-14,-2.20E-14,1.34E-14,1.46E-14,7.94E-17,7.78E-15,-6.91E-16,-6.88E-15,7.37E-15,-1.96E-14,2.03E-14,3.80E-15,-7.41E-15,2.54E-14
DB00593,102.0549907,-99.76669597,82.66926285,-80.65794828,23.53996018,18.80062766,-21.65557917,-4.991255022,15.52010547,7.697947012,73.98113789,-19.25603084,-20.3990512,-36.43788427,-10.14226518,-12.74131825,-23.00717167,14.44397547,31.08365252,0.29808009,-13.78908786,11.83298609,-5.840982429,7.942356887,27.3060602,3.005559261,-13.51801235,7.975062546,-2.647731746,10.85923209,-0.1336736,5.001456497,4.503902648,-3.79373149,-0.021760859,10.56276468,-8.32786818,0.99044258,-4.460499097,-2.815346025,-3.134550705,-1.269534327,-9.110691305,-8.627162481,-19.02119681,11.85542225,-13.18373104,19.81105449,-0.700020889,-5.940945796,-2.748113448,9.287242474,21.5540981,-4.196288877,15.64548236,16.0626269,1.333276593,-14.9681047,-3.460833572,-7.744626387,-30.90420719,27.99225354,15.6191385,-62.97034407,6.53774273,-12.93197762,-48.91900128,-0.932837775,-4.380307089,10.68577545,-17.13234737,19.07179633,-9.098034308,2.045530658,15.28466325,3.036594815,2.954428019,9.466432978,-2.732372252,-4.015104174,2.886308221,6.076256325,-1.795013759,-0.836428387,6.446093925,-0.535620787,-5.203716819,-1.488336672,-2.225782185,-3.584322909,-1.810699522,-2.864360558,-1.622157861,-0.965371665,2.679451369,-0.642774341,0.03371239,1.695472805,0.362364927,-0.600003002,0.471111316,0.421406141,-0.311555765,-0.198742372,0.035616127,0.107853783,-0.223617184,0.284352622,-0.105232237,0.038144983,0.005495443,-0.004601325,7.25E-07,-1.13E-15,-4.04E-16,4.87E-16,4.53E-16,5.38E-16,7.19E-17,3.79E-16,5.43E-16,1.03E-15,1.89E-16,-1.77E-16,-5.80E-16,6.37E-16,-7.16E-17,6.41E-17
